full_name,html_url,description,first_seen_at,last_seen_at,merged_tags_json,language,stars,forks,open_issues,updated_at,license_spdx,topics_json
rlguy/FLIPViscosity3D,https://github.com/rlguy/FLIPViscosity3D,A basic free-surface liquid FLIP fluid simulator with viscosity,2026-02-18T15:58:11Z,2026-02-19T05:03:41Z,"{""domain"": [""fluid""], ""intent"": [""simulation"", ""simulator""]}",C++,136,21,1,2026-01-30T03:25:55Z,MIT,"[""animation"", ""fluid-solver"", ""simulation"", ""viscosity""]"
lijenicol/SPH-Fluid-Simulator,https://github.com/lijenicol/SPH-Fluid-Simulator,An interactive fluid simulation software that uses Smoothed-Particle Hydrodynamics,2026-02-18T15:58:11Z,2026-02-18T16:31:22Z,"{""domain"": [""fluid""], ""intent"": [""simulation"", ""simulator""], ""method"": [""sph""]}",C++,75,10,0,2026-02-03T17:07:16Z,MIT,"[""simulation"", ""smoothed-particle-hydrodynamics""]"
p-sun/typescript-fluid-simulator,https://github.com/p-sun/typescript-fluid-simulator,"Latte art and general fluid simulator, written in TypeScript.",2026-02-18T15:58:11Z,2026-02-18T15:58:11Z,"{""domain"": [""fluid""], ""intent"": [""simulator""]}",TypeScript,19,1,0,2026-02-16T15:03:53Z,MIT,"[""fluid-dynamics"", ""fluid-simulation"", ""javascript"", ""latte-art"", ""typescript""]"
randerka/lattice-boltzmann-simulator,https://github.com/randerka/lattice-boltzmann-simulator,A WebGL2 fluid simulation tool implementing the lattice Boltzmann method (LBM) for advection-diffusion problems.,2026-02-18T15:58:11Z,2026-02-18T16:42:08Z,"{""domain"": [""fluid""], ""intent"": [""simulation"", ""simulator""], ""method"": [""lattice-boltzmann"", ""lbm""]}",JavaScript,20,2,0,2026-01-04T02:57:39Z,NOASSERTION,"[""fluid-dynamics"", ""fluid-simulation"", ""javascript"", ""lattice-boltzmann"", ""reactjs"", ""synbim"", ""webgl""]"
medakk/spherro,https://github.com/medakk/spherro,Smooth particle hydrodynamics fluid simulator,2026-02-18T15:58:11Z,2026-02-18T16:24:08Z,"{""domain"": [""fluid""], ""intent"": [""simulator""], ""method"": [""sph""]}",Rust,47,4,22,2026-01-17T16:00:08Z,MIT,"[""rust"", ""smooth-particle-hydrodynamics"", ""wasm"", ""webgl""]"
vkabadzhova/equilibrium,https://github.com/vkabadzhova/equilibrium,A CPU-processed and grid-based fluid simulator built for my diploma thesis.,2026-02-18T15:58:11Z,2026-02-18T15:58:11Z,"{""domain"": [""fluid""], ""intent"": [""simulator""]}",Rust,4,1,2,2023-04-09T23:07:25Z,MIT,"[""fluid-simulation"", ""rust""]"
andyborrell/AeroToy,https://github.com/andyborrell/AeroToy,An interactive real-time fluid-rigid-body simulator with a focus on experimentation and learning.,2026-02-18T15:58:11Z,2026-02-18T15:58:11Z,"{""domain"": [""fluid""], ""intent"": [""simulator""]}",,33,5,3,2026-02-18T05:37:38Z,NOASSERTION,"[""cfd"", ""fluid-dynamics"", ""fluid-simulation"", ""physics-simulation""]"
allxn753/Spider-Man-Swinging-Simulator,https://github.com/allxn753/Spider-Man-Swinging-Simulator,"This is a unity project I made where I focus on the gameplay physics and make it as fluid as possible. Uses 3D vectors, spring joints, rigid bodies, etc.",2026-02-18T15:58:11Z,2026-02-18T15:58:11Z,"{""domain"": [""fluid""], ""intent"": [""simulator""]}",C#,7,2,0,2025-11-25T16:48:01Z,,"[""csharp"", ""game-development"", ""physics"", ""physics-simulation"", ""project"", ""spiderman"", ""unity3d""]"
linusmossberg/fluid-simulator,https://github.com/linusmossberg/fluid-simulator,Real-time 2D fluid simulator with lots of visualization options.,2026-02-18T15:58:11Z,2026-02-18T16:34:54Z,"{""domain"": [""fluid"", ""navier-stokes""], ""intent"": [""simulation"", ""simulator""]}",C++,38,5,0,2025-10-31T02:32:17Z,MIT,"[""color-mapping"", ""line-integral-convolution"", ""navier-stokes"", ""opengl"", ""quiver"", ""scientific-visualization"", ""simulation"", ""streamlines""]"
AmesingFlank/Aquarius,https://github.com/AmesingFlank/Aquarius,A Fluid Simulator on GPU,2026-02-18T15:58:11Z,2026-02-18T15:58:11Z,"{""domain"": [""fluid""], ""intent"": [""simulator""]}",Cuda,32,4,0,2025-08-23T14:44:06Z,,"[""computer-graphics"", ""fluid-simulation""]"
maxwells-daemons/deltaflow,https://github.com/maxwells-daemons/deltaflow,A GPU-accelerated differentiable fluid simulator written in JAX.,2026-02-18T15:58:11Z,2026-02-18T15:58:11Z,"{""domain"": [""fluid""], ""intent"": [""simulator""]}",Python,11,2,0,2025-08-26T02:53:02Z,MIT,"[""differentiable-programming"", ""fluid-simulation"", ""jax""]"
mbdevpl/Smoothie,https://github.com/mbdevpl/Smoothie,"static fluid flow simulator, which uses the finite element method",2026-02-18T15:58:11Z,2026-02-18T16:11:30Z,"{""domain"": [""fluid"", ""heat-transfer""], ""intent"": [""simulator""], ""method"": [""finite-element""]}",C++,1,1,0,2023-01-28T15:51:05Z,GPL-3.0,"[""finite-element-methods"", ""fluid-simulation"", ""heat-transfer""]"
zhiming-xu/fluid-sim,https://github.com/zhiming-xu/fluid-sim,Final project for CS184 at Berkeley in spring 2019. A particle-based 3D fluid simulator.,2026-02-18T15:58:11Z,2026-02-18T15:58:11Z,"{""domain"": [""fluid""], ""intent"": [""simulator""]}",C++,3,1,0,2021-07-19T18:03:42Z,,"[""fluid-simulation"", ""graphics"", ""particle-system"", ""physically-based-rendering""]"
zlotny/DesignSPHysics,https://github.com/zlotny/DesignSPHysics,Module for FreeCAD intended to use with DualSPHysics fluid simulator.,2026-02-18T15:58:11Z,2026-02-18T16:24:08Z,"{""domain"": [""fluid""], ""intent"": [""simulator""], ""method"": [""sph""]}",Python,19,8,2,2025-12-09T13:17:47Z,NOASSERTION,"[""fluids"", ""freecad"", ""pyside"", ""python"", ""qt"", ""simulator"", ""sph""]"
Toms42/Cuda-Opengl-LBM,https://github.com/Toms42/Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,2026-02-18T15:58:11Z,2026-02-18T16:41:02Z,"{""domain"": [""fluid""], ""intent"": [""simulator""], ""method"": [""lattice-boltzmann"", ""lbm""]}",Cuda,27,6,0,2025-08-30T09:47:15Z,,"[""cfd"", ""cuda"", ""gpu-acceleration"", ""lattice-boltzmann"", ""lbm"", ""opengl""]"
mccode-dev/McCode,https://github.com/mccode-dev/McCode,The home of the McStas (neutrons) and McXtrace (x-rays) Monte-Carlo ray-tracing instrument simulation codes.,2026-02-18T15:58:20Z,2026-02-18T16:33:09Z,"{""domain"": [""ray-tracing"", ""raytracing""], ""intent"": [""simulation""], ""method"": [""monte-carlo""]}",Fortran,89,62,332,2026-02-18T13:27:51Z,GPL-3.0,"[""c"", ""neutron"", ""raytracing"", ""scientific-computing"", ""simulation"", ""x-ray""]"
PanosK92/SpartanEngine,https://github.com/PanosK92/SpartanEngine,"A game engine with a fully bindless, GPU-driven renderer featuring real-time path-traced global illumination, hardware ray tracing, and a physics simulation running at 200Hz, built over 10+ years of R&D",2026-02-18T15:58:20Z,2026-02-19T05:35:22Z,"{""domain"": [""bsdf"", ""illumination"", ""path-tracing"", ""ray"", ""ray-tracing""], ""intent"": [""engine"", ""simulation""], ""method"": [""path-tracing"", ""ray-tracing""], ""hpc"": [""gpu""]}",C++,2908,255,23,2026-02-19T02:51:33Z,MIT,"[""atmospheric-scattering"", ""bindless"", ""bsdf"", ""car-simulation"", ""cpp"", ""ecs"", ""fsr"", ""game-engine"", ""imgui"", ""livestream"", ""path-tracing"", ""physx"", ""ray-tracing"", ""restir-gi"", ""shadow-mapping"", ""spartan"", ""ssao"", ""taa"", ""vulkan"", ""xess""]"
LoveDaisy/ice_halo_sim,https://github.com/LoveDaisy/ice_halo_sim,A ray-tracing based simulation program for ice halos.,2026-02-18T15:58:20Z,2026-02-18T16:38:27Z,"{""domain"": [""optics"", ""ray-tracing""], ""intent"": [""simulation""], ""method"": [""ray-tracing""]}",C++,105,13,1,2026-02-17T17:40:35Z,MIT,"[""cpp"", ""ice-halo-simulation"", ""matlab"", ""optics"", ""simulation"", ""tracing-rays""]"
ViennaTools/ViennaRay,https://github.com/ViennaTools/ViennaRay,Ray-tracing library for topography simulation applications,2026-02-18T15:58:20Z,2026-02-18T16:33:09Z,"{""domain"": [""ray-tracing"", ""raytracing""], ""intent"": [""simulation""]}",C++,8,7,2,2026-02-11T17:07:52Z,MIT,"[""flux-calculation"", ""raytracing"", ""topography-simulation""]"
jeertmans/DiffeRT,https://github.com/jeertmans/DiffeRT,Differentiable Ray Tracing Toolbox for Radio Propagation Simulations,2026-02-18T15:58:20Z,2026-02-18T16:33:09Z,"{""domain"": [""ray-tracing"", ""raytracing""], ""intent"": [""simulation""]}",Python,50,6,13,2026-02-11T12:43:35Z,MIT,"[""differentiable-simulations"", ""radio-propagation"", ""raytracing""]"
JuliaPhysics/BeamletOptics.jl,https://github.com/JuliaPhysics/BeamletOptics.jl,"Optics simulation in Julia using geometrical and Gaussian beamlet tracing – simulate lasers, beam propagation, and simple optical systems.",2026-02-18T15:58:20Z,2026-02-19T05:07:36Z,"{""domain"": [""laser"", ""optics"", ""ray-tracing""], ""intent"": [""simulation""], ""method"": [""ray-tracing""]}",Julia,9,2,8,2026-02-08T15:19:50Z,MIT,"[""gaussian-beam"", ""interferometry"", ""optical-simulation"", ""physics-simulation"", ""ray-tracing""]"
Elixonus/multipatprop,https://github.com/Elixonus/multipatprop,Multipath propagation simulations using ray tracing method.,2026-02-18T15:58:20Z,2026-02-18T15:58:20Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation""]}",Python,5,1,0,2026-01-27T04:09:40Z,MIT,"[""5g"", ""multi-path-propagation"", ""multipath"", ""physics"", ""propagation"", ""python"", ""radio-wave"", ""reflections"", ""signal-processing"", ""simulation""]"
edisonlee0212/EvoEngine,https://github.com/edisonlee0212/EvoEngine,"An early-stage, cross-platform interactive application and rendering framework.",2026-02-18T15:58:20Z,2026-02-18T16:22:30Z,"{""domain"": [""ray-tracing""], ""intent"": [""engine"", ""simulation""]}",C++,31,6,30,2026-01-12T22:35:19Z,NOASSERTION,"[""cross-platform"", ""digital-agriculture"", ""digital-forestry"", ""game-engine"", ""graphics"", ""interactive-visualization"", ""physics"", ""procedural-generation"", ""python-binding"", ""ray-tracing"", ""simulation"", ""vegetation"", ""vulkan""]"
MetalKnight/woss-ns3,https://github.com/MetalKnight/woss-ns3,WOSS is a framework that permits the integration of any underwater channel simulator that expects environmental data and provides a channel realization. WOSS integrates the Bellhop ray-tracing program. Thanks to its automation the user only has to specify the location in the world and the time where the simulation should take place.,2026-02-18T15:58:20Z,2026-02-18T16:16:14Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation"", ""simulator""], ""method"": [""ray-tracing""]}",C++,33,9,0,2026-01-04T18:56:58Z,,"[""bellhop"", ""hdf5"", ""netcdf"", ""netcdf4"", ""ns3"", ""ns3-users"", ""simulation"", ""underwater-acoustics"", ""underwater-communications"", ""woss""]"
signetlabdei/WOSS,https://github.com/signetlabdei/WOSS,WOSS is a framework that permits the integration of any underwater channel simulator that expects environmental data and provides a channel realization. WOSS integrates the Bellhop ray-tracing program. Thanks to its automation the user only has to specify the location in the world and the time where the simulation should take place.,2026-02-18T15:58:20Z,2026-02-18T16:16:14Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation"", ""simulator""], ""method"": [""ray-tracing""]}",C++,21,6,0,2026-01-04T17:27:55Z,NOASSERTION,"[""bellhop"", ""gebco"", ""hdf5"", ""netcdf4"", ""ns-3"", ""ns2"", ""ns3"", ""nsmiracle"", ""simulation"", ""underwater-acoustics"", ""underwater-communications"", ""woa2013"", ""woss""]"
DCC-Lab/PyTissueOptics,https://github.com/DCC-Lab/PyTissueOptics,Monte Carlo simulations of light transport in complex 3D media.,2026-02-18T15:58:20Z,2026-02-18T16:38:27Z,"{""domain"": [""optics"", ""ray-tracing""], ""intent"": [""simulation""], ""method"": [""monte-carlo"", ""ray-tracing""]}",Python,42,8,3,2026-02-02T21:40:41Z,MIT,"[""3d"", ""mesh"", ""monte-carlo"", ""open-science"", ""opencl"", ""photon-transport"", ""physics-simulation"", ""python"", ""ray-tracing"", ""visualization""]"
zaphB/freecad.optics_design_workbench,https://github.com/zaphB/freecad.optics_design_workbench,Physically accurate forward ray tracing for optics simulation and optimization with FreeCAD workbench frontend,2026-02-18T15:58:20Z,2026-02-18T16:38:27Z,"{""domain"": [""optics"", ""ray-tracing""], ""intent"": [""simulation""], ""method"": [""ray-tracing""]}",Python,10,1,0,2026-02-06T11:11:15Z,LGPL-3.0,"[""addon"", ""freecad"", ""workbench""]"
xbillowy/diff-surfel-tracing,https://github.com/xbillowy/diff-surfel-tracing,"A fully differentiable 2D Gaussian ray tracer built on 2DGS and OptiX, supporting multiple-bounce path tracing for complex light transport simulation. Easily integrate additional parameters and outputs for custom rendering and optimization tasks.",2026-02-18T15:58:20Z,2026-02-18T16:06:04Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation""], ""method"": [""path-tracing""]}",C++,50,2,1,2026-02-04T14:17:21Z,NOASSERTION,"[""2dgs"", ""3dgs"", ""nerf"", ""optix"", ""path-tracing"", ""ray-tracing""]"
GriffinCanCode/BlackholeSim,https://github.com/GriffinCanCode/BlackholeSim,A black hole simulation using OpenGL with realistic physics and ray tracing,2026-02-18T15:58:20Z,2026-02-18T15:58:20Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation""]}",Makefile,3,1,0,2026-01-14T03:13:38Z,,"[""blackhole"", ""clangd"", ""cplusplus"", ""glsl"", ""opengl"", ""pysics"", ""simulation""]"
uos/radarays_ros,https://github.com/uos/radarays_ros,Rotating FMCW radar simulation based on ray tracing,2026-02-18T15:58:20Z,2026-02-18T15:58:20Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation""]}",C++,39,5,1,2026-02-12T05:59:08Z,BSD-3-Clause,"[""navtech"", ""radar"", ""radarays"", ""robotics"", ""robotics-simulation"", ""ros""]"
zju3dv/LiDAR-RT,https://github.com/zju3dv/LiDAR-RT,[CVPR 2025] LiDAR-RT: Gaussian-based Ray Tracing for Dynamic LiDAR Re-simulation,2026-02-18T15:58:20Z,2026-02-18T15:58:20Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation""]}",Python,187,11,8,2026-02-01T08:59:14Z,NOASSERTION,"[""3d-gaussian"", ""computer-vision"", ""lidar-resimulation"", ""ray-tracing""]"
MokonaNico/vlc-simulation-raytracing,https://github.com/MokonaNico/vlc-simulation-raytracing,A Python-based visible light communication simulator using ray tracing methods,2026-02-18T15:58:20Z,2026-02-18T16:35:57Z,"{""domain"": [""ray-tracing"", ""raytracing""], ""intent"": [""simulation"", ""simulator""], ""method"": [""ray-tracing""]}",Jupyter Notebook,4,2,0,2025-09-06T05:59:03Z,MIT,"[""python"", ""raytracing"", ""simulation"", ""vlc""]"
Arjun-Arora/PyTrace_Next_Week,https://github.com/Arjun-Arora/PyTrace_Next_Week,Python Implementation of Ray Tracing: The Next Week,2026-02-18T15:58:20Z,2026-02-18T16:33:09Z,"{""domain"": [""ray-tracing"", ""raytracing""], ""intent"": [""simulation""], ""method"": [""path-tracing""]}",Python,2,1,2,2022-03-30T09:54:37Z,,"[""graphics"", ""graphicsp"", ""path-tracing"", ""python"", ""raytracer"", ""raytracethenextweek"", ""raytracing"", ""simulation""]"
JRSommernes/Vectorial-Light-Sheet-Simulation,https://github.com/JRSommernes/Vectorial-Light-Sheet-Simulation,Vectorial ray tracing software for light-sheet microscopes,2026-02-18T15:58:20Z,2026-02-18T16:33:09Z,"{""domain"": [""ray-tracing"", ""raytracing""], ""intent"": [""simulation""]}",Python,9,2,0,2026-02-04T00:11:17Z,BSD-3-Clause,"[""debye-integral"", ""light-sheet-microcopy"", ""microscopy"", ""oblique-plane-microscopy"", ""raytracing"", ""simulation""]"
takkasila/practical_path_guiding_lab,https://github.com/takkasila/practical_path_guiding_lab,"Implementation of ""Practical Path Guiding for Efficient Light-Transport Simulation 2017"" by Thomas Müller, Markus Gross, and Jan Novák in Mitsuba3 python.",2026-02-18T15:58:20Z,2026-02-18T16:33:09Z,"{""domain"": [""ray-tracing"", ""raytracing""], ""intent"": [""simulation""], ""method"": [""path-tracing""]}",Python,6,1,2,2025-04-12T07:55:39Z,GPL-3.0,"[""graphics-programming"", ""path-tracing"", ""pathtracing"", ""ray-tracing"", ""raytracing"", ""rendering""]"
gregzanch/cram,https://github.com/gregzanch/cram,cram is a computational room acoustics module to simulate and explore various acoustic properties of a modeled space,2026-02-18T15:58:20Z,2026-02-18T16:24:25Z,"{""domain"": [""fdtd"", ""ray-tracing""], ""intent"": [""simulation""]}",TypeScript,68,8,32,2026-02-12T05:55:39Z,MIT,"[""acoustics"", ""computational-acoustics"", ""cram"", ""fdtd"", ""image-source-model"", ""ray-tracing"", ""raytracer"", ""room-acoustics"", ""room-impulse-response"", ""simulation"", ""webapp""]"
anton-srk/physics-freeform,https://github.com/anton-srk/physics-freeform,Freeform optics simulation code,2026-02-18T15:58:20Z,2026-02-18T16:38:30Z,"{""domain"": [""optics"", ""ray-tracing""], ""intent"": [""simulation""], ""method"": [""ray-tracing""]}",Python,9,3,0,2025-08-29T16:06:20Z,,"[""freeform-surface-modeling"", ""optics"", ""physics"", ""ray-tracing"", ""refraction""]"
sbrodeur/evert,https://github.com/sbrodeur/evert,Accelerated beam tracing algorithm adapted from the original source code by Samuli Laine.,2026-02-18T15:58:20Z,2026-02-18T15:58:20Z,"{""domain"": [""ray-tracing""], ""intent"": [""simulation""]}",C++,33,9,3,2025-11-13T09:03:12Z,BSD-3-Clause,"[""3d-engine"", ""acoustics"", ""image-source-model"", ""linux"", ""modelling"", ""ray-tracing"", ""simulation""]"
eProsima/vulcanexus,https://github.com/eProsima/vulcanexus,eProsima extended ROS 2 distribution. Looking for commercial support? Contact info@eprosima.com,2026-02-18T15:58:25Z,2026-02-18T15:58:25Z,"{""domain"": [""contact""], ""intent"": [""simulation""]}",C++,29,3,10,2026-02-04T14:50:22Z,Apache-2.0,"[""dds"", ""eprosima"", ""robotics"", ""ros2"", ""simulation""]"
MicrosoftCloudEssentials-LearningHub/Agentic-DevOps-AI-Shopping,https://github.com/MicrosoftCloudEssentials-LearningHub/Agentic-DevOps-AI-Shopping,"Demos and guides for building a Multimodal AI shopping assistant. For official guidance, support, or more detailed information, please refer to Microsoft's official documentation or contact Microsoft directly.",2026-02-18T15:58:25Z,2026-02-18T15:58:25Z,"{""domain"": [""contact""], ""intent"": [""simulation""]}",Python,1,3,0,2026-02-02T23:24:24Z,MIT,"[""a2a"", ""ai-assistant"", ""consumer-goods"", ""demo"", ""devops"", ""industry"", ""multi-agent"", ""retail"", ""simulation"", ""zero-touch-provisioning""]"
